compound_id,status,pdbqt_size,note
DEC_3153,skipped,0,
DEC_1914,skipped,0,
DEC_0818,skipped,0,
DEC_0884,skipped,0,
DEC_3624,skipped,0,
DEC_4449,skipped,0,
DEC_3997,skipped,0,
DEC_1972,skipped,0,
DEC_0085,skipped,0,
DEC_4387,skipped,0,
DEC_3608,skipped,0,
DEC_4198,skipped,0,
DEC_0415,skipped,0,
DEC_2986,filtered,0,imine_1
DEC_0253,skipped,0,
DEC_2923,filtered,0,imine_1
DEC_4692,skipped,0,
DEC_1579,skipped,0,
DEC_3892,skipped,0,
DEC_4685,skipped,0,
DEC_0631,skipped,0,
DEC_2133,filtered,0,Aliphatic_long_chain
DEC_4501,skipped,0,
DEC_4220,skipped,0,
DEC_0714,skipped,0,
DEC_4550,skipped,0,
DEC_3966,skipped,0,
DEC_4350,skipped,0,
DEC_4487,skipped,0,
DEC_4008,skipped,0,
DEC_2282,skipped,0,
DEC_2078,skipped,0,
DEC_3949,skipped,0,
DEC_4779,skipped,0,
DEC_1366,skipped,0,
DEC_1215,skipped,0,
DEC_0293,skipped,0,
DEC_1882,filtered,0,isolated_alkene
DEC_0997,skipped,0,
DEC_3266,filtered,0,Aliphatic_long_chain
DEC_3779,skipped,0,
DEC_1970,skipped,0,
DEC_1272,skipped,0,
DEC_1498,skipped,0,
DEC_2886,skipped,0,
DEC_4486,skipped,0,
DEC_2701,skipped,0,
DEC_0152,skipped,0,
DEC_4747,skipped,0,
DEC_1184,skipped,0,
DEC_4185,skipped,0,
ACT_036,skipped,0,
DEC_4201,skipped,0,
DEC_3799,skipped,0,
DEC_0357,skipped,0,
DEC_4620,skipped,0,
DEC_1631,skipped,0,
DEC_1648,filtered,0,aniline
DEC_0831,skipped,0,
DEC_3272,skipped,0,
DEC_0263,skipped,0,
DEC_1885,skipped,0,
DEC_1609,skipped,0,
DEC_0600,skipped,0,
DEC_0292,skipped,0,
ACT_031,skipped,0,
DEC_3018,skipped,0,
DEC_3426,skipped,0,
DEC_0642,skipped,0,
DEC_2981,filtered,0,imine_1
DEC_3281,filtered,0,Aliphatic_long_chain
DEC_0488,skipped,0,
DEC_3616,skipped,0,
DEC_2660,skipped,0,
ACT_052,skipped,0,
DEC_0373,skipped,0,
DEC_3660,skipped,0,
ACT_044,skipped,0,
DEC_3239,skipped,0,
DEC_3688,skipped,0,
DEC_1812,filtered,0,hydroxamic_acid
DEC_2435,skipped,0,
DEC_4047,skipped,0,
DEC_0989,skipped,0,
DEC_4726,skipped,0,
DEC_2105,filtered,0,imine_1
DEC_4081,skipped,0,
DEC_1584,skipped,0,
DEC_2429,filtered,0,2-halo_pyridine
DEC_2297,skipped,0,
DEC_0103,skipped,0,
DEC_2410,filtered,0,triple_bond
ACT_023,skipped,0,
DEC_3154,skipped,0,
DEC_0962,skipped,0,
DEC_0840,skipped,0,
DEC_2631,skipped,0,
DEC_4480,skipped,0,
DEC_3328,skipped,0,
ACT_087,skipped,0,
DEC_4263,skipped,0,
DEC_0861,skipped,0,
DEC_3872,skipped,0,
DEC_1533,skipped,0,
DEC_3217,filtered,0,imine_1
DEC_4328,skipped,0,
DEC_4579,skipped,0,
DEC_4354,skipped,0,
DEC_2835,skipped,0,
DEC_0027,skipped,0,
DEC_1203,skipped,0,
DEC_3470,skipped,0,
DEC_1191,skipped,0,
DEC_3505,skipped,0,
DEC_3800,skipped,0,
DEC_4389,skipped,0,
DEC_2328,skipped,0,
DEC_4181,skipped,0,
DEC_4720,skipped,0,
DEC_2727,skipped,0,
DEC_0257,skipped,0,
DEC_3930,skipped,0,
DEC_1900,filtered,0,quinone_A(370)
DEC_4073,skipped,0,
DEC_2801,skipped,0,
DEC_2016,filtered,0,Thiocarbonyl_group
DEC_2464,skipped,0,
DEC_1512,skipped,0,
DEC_3245,filtered,0,charged_oxygen_or_sulfur_atoms
DEC_4762,skipped,0,
DEC_2457,skipped,0,
ACT_083,skipped,0,
DEC_1709,skipped,0,
DEC_1074,skipped,0,
DEC_2193,filtered,0,alkyl_halide
DEC_2740,skipped,0,
DEC_4695,skipped,0,
DEC_3999,skipped,0,
DEC_1778,filtered,0,thiol_2
DEC_4450,skipped,0,
DEC_0326,skipped,0,
DEC_1298,skipped,0,
DEC_1962,filtered,0,nitro_group
DEC_2005,skipped,0,
DEC_4520,skipped,0,
DEC_3439,skipped,0,
DEC_1814,filtered,0,hydroxamic_acid
DEC_3191,skipped,0,
DEC_4141,skipped,0,
DEC_4513,skipped,0,
DEC_3925,skipped,0,
DEC_1691,skipped,0,
DEC_0316,skipped,0,
DEC_4124,skipped,0,
DEC_0379,skipped,0,
DEC_4504,skipped,0,
DEC_3313,skipped,0,
DEC_0552,skipped,0,
DEC_3978,skipped,0,
DEC_3898,skipped,0,
DEC_3298,filtered,0,isolated_alkene
DEC_0435,skipped,0,
DEC_3583,skipped,0,
DEC_2211,filtered,0,cyanate_/aminonitrile_/thiocyanate
DEC_1284,skipped,0,
DEC_4638,skipped,0,
DEC_4656,skipped,0,
DEC_2264,filtered,0,charged_oxygen_or_sulfur_atoms
DEC_0708,skipped,0,
DEC_0174,skipped,0,
DEC_2506,skipped,0,
DEC_3465,skipped,0,
DEC_4512,skipped,0,
DEC_2254,skipped,0,
DEC_3654,skipped,0,
DEC_0746,skipped,0,
DEC_0965,skipped,0,
DEC_1518,skipped,0,
DEC_2156,skipped,0,
DEC_3863,skipped,0,
DEC_2796,skipped,0,
DEC_1322,skipped,0,
DEC_0023,skipped,0,
DEC_1413,skipped,0,
DEC_0760,skipped,0,
DEC_0388,skipped,0,
DEC_3764,skipped,0,
DEC_1179,skipped,0,
DEC_0113,skipped,0,
DEC_0530,failed,0,"meeko: RDKit molecule has 2 fragments. Must have 1.
"
DEC_1671,filtered,0,triple_bond
DEC_1245,skipped,0,
DEC_1091,skipped,0,
DEC_1236,skipped,0,
DEC_3911,skipped,0,
DEC_1010,skipped,0,
DEC_3516,skipped,0,
DEC_3292,filtered,0,Aliphatic_long_chain
DEC_4774,skipped,0,
DEC_1708,skipped,0,
DEC_1566,skipped,0,
DEC_2640,skipped,0,
DEC_2930,filtered,0,imine_1
DEC_1713,filtered,0,imine_1
DEC_0911,skipped,0,
DEC_0655,skipped,0,
DEC_0851,skipped,0,
DEC_3346,filtered,0,thioester
DEC_4174,skipped,0,
DEC_3339,skipped,0,
DEC_4077,skipped,0,
DEC_1308,skipped,0,
DEC_1235,skipped,0,
DEC_3338,skipped,0,
DEC_1057,skipped,0,
DEC_4425,skipped,0,
DEC_1305,skipped,0,
DEC_0537,skipped,0,
DEC_0479,skipped,0,
DEC_0853,skipped,0,
DEC_2707,skipped,0,
DEC_0722,skipped,0,
DEC_3969,skipped,0,
DEC_1526,skipped,0,
DEC_0358,skipped,0,
DEC_2892,skipped,0,
DEC_4675,skipped,0,
DEC_0929,skipped,0,
DEC_1107,skipped,0,
DEC_2382,skipped,0,
DEC_3738,skipped,0,
DEC_1881,filtered,0,beta-keto/anhydride
DEC_4751,skipped,0,
DEC_0753,skipped,0,
DEC_2066,skipped,0,
DEC_2231,filtered,0,nitro_group
DEC_4552,skipped,0,
DEC_0759,skipped,0,
DEC_2480,skipped,0,
ACT_073,skipped,0,
DEC_2277,filtered,0,iodine
DEC_2695,skipped,0,
DEC_4137,skipped,0,
DEC_2584,skipped,0,
DEC_2908,skipped,0,
DEC_1848,filtered,0,Aliphatic_long_chain
DEC_1115,skipped,0,
DEC_1569,skipped,0,
DEC_1598,skipped,0,
DEC_1414,skipped,0,
DEC_3938,skipped,0,
DEC_4285,skipped,0,
DEC_4383,skipped,0,
DEC_3352,skipped,0,
DEC_0423,skipped,0,
DEC_3125,skipped,0,
DEC_3048,skipped,0,
DEC_1097,skipped,0,
DEC_4585,skipped,0,
DEC_2956,filtered,0,Aliphatic_long_chain
DEC_0014,skipped,0,
DEC_4591,skipped,0,
DEC_1392,skipped,0,
DEC_3028,filtered,0,amino_acridine_A(46)
DEC_4015,skipped,0,
DEC_3480,skipped,0,
DEC_2834,skipped,0,
DEC_2015,skipped,0,
DEC_0031,skipped,0,
DEC_2648,skipped,0,
DEC_0458,skipped,0,
DEC_3500,skipped,0,
DEC_0587,skipped,0,
DEC_1817,filtered,0,aniline
DEC_2375,skipped,0,
DEC_3378,skipped,0,
DEC_1331,skipped,0,
DEC_3369,filtered,0,quinone_A(370)
DEC_4663,skipped,0,
DEC_0431,skipped,0,
DEC_0960,skipped,0,
DEC_2013,skipped,0,
DEC_3098,filtered,0,Aliphatic_long_chain
DEC_3797,skipped,0,
DEC_2188,skipped,0,
ACT_024,skipped,0,
DEC_3447,filtered,0,hydroxamic_acid
DEC_1751,filtered,0,aldehyde
DEC_4768,skipped,0,
DEC_2634,skipped,0,
DEC_3285,skipped,0,
DEC_0013,skipped,0,
DEC_0829,skipped,0,
DEC_1558,skipped,0,
DEC_2090,skipped,0,
DEC_0077,skipped,0,
DEC_3301,filtered,0,charged_oxygen_or_sulfur_atoms
DEC_3257,filtered,0,iodine
DEC_3751,skipped,0,
DEC_2192,filtered,0,aniline
DEC_2130,filtered,0,thiazol_SC_A(3)
DEC_0036,skipped,0,
DEC_2758,skipped,0,
DEC_0701,skipped,0,
DEC_0570,skipped,0,
DEC_4418,skipped,0,
DEC_3152,filtered,0,isolated_alkene
DEC_4445,skipped,0,
DEC_0948,skipped,0,
DEC_3633,skipped,0,
DEC_2948,skipped,0,
DEC_2754,skipped,0,
DEC_2618,skipped,0,
DEC_3116,skipped,0,
DEC_3914,skipped,0,
DEC_0999,skipped,0,
DEC_1258,skipped,0,
DEC_2987,filtered,0,heavy_metal
DEC_2726,skipped,0,
DEC_0751,skipped,0,
DEC_4340,skipped,0,
DEC_2080,filtered,0,hydantoin
DEC_2859,skipped,0,
DEC_3695,skipped,0,
DEC_0024,skipped,0,
ACT_082,skipped,0,
DEC_0342,skipped,0,
DEC_3241,filtered,0,thioester
ACT_029,skipped,0,
DEC_1975,skipped,0,
DEC_4485,skipped,0,
ACT_035,skipped,0,
DEC_2746,skipped,0,
DEC_2221,skipped,0,
DEC_1468,skipped,0,
DEC_2623,skipped,0,
DEC_0649,skipped,0,
DEC_0762,skipped,0,
DEC_1065,skipped,0,
DEC_4743,skipped,0,
DEC_3511,skipped,0,
DEC_4577,skipped,0,
DEC_1721,skipped,0,
ACT_025,skipped,0,
DEC_2952,skipped,0,
DEC_1256,skipped,0,
DEC_4382,skipped,0,
DEC_2169,skipped,0,
DEC_2653,skipped,0,
DEC_3064,filtered,0,Aliphatic_long_chain
DEC_0691,skipped,0,
DEC_3121,skipped,0,
DEC_0391,skipped,0,
DEC_0012,skipped,0,
DEC_2207,skipped,0,
DEC_4546,skipped,0,
DEC_0287,skipped,0,
DEC_0944,skipped,0,
DEC_4057,skipped,0,
DEC_0961,skipped,0,
DEC_2715,skipped,0,
DEC_3980,skipped,0,
ACT_055,skipped,0,
DEC_4022,skipped,0,
DEC_1145,skipped,0,
DEC_2837,skipped,0,
DEC_4583,skipped,0,
DEC_4262,skipped,0,
DEC_1605,skipped,0,
DEC_2316,filtered,0,Aliphatic_long_chain
DEC_2985,skipped,0,
DEC_0408,skipped,0,
DEC_4242,skipped,0,
DEC_1963,filtered,0,iodine
DEC_4306,skipped,0,
DEC_2565,skipped,0,
DEC_4049,skipped,0,
DEC_3355,filtered,0,amino_acridine_A(46)
DEC_3263,filtered,0,Aliphatic_long_chain
DEC_1839,filtered,0,phthalimide
DEC_0106,skipped,0,
DEC_3391,skipped,0,
DEC_0345,skipped,0,
DEC_4186,skipped,0,
DEC_1357,skipped,0,
DEC_0744,skipped,0,
DEC_0211,skipped,0,
DEC_4037,skipped,0,
DEC_3657,skipped,0,
DEC_4608,skipped,0,
DEC_1699,filtered,0,aniline
DEC_1867,filtered,0,isolated_alkene
DEC_4260,skipped,0,
DEC_4531,skipped,0,
DEC_3206,skipped,0,
DEC_3411,filtered,0,imine_1
DEC_0041,skipped,0,
DEC_0193,skipped,0,
DEC_2083,skipped,0,
DEC_0173,skipped,0,
DEC_0684,skipped,0,
DEC_4005,skipped,0,
DEC_1854,skipped,0,
DEC_0653,skipped,0,
DEC_4558,skipped,0,
DEC_3783,skipped,0,
DEC_2800,skipped,0,
DEC_0083,skipped,0,
DEC_0685,skipped,0,
DEC_3881,skipped,0,
DEC_0046,skipped,0,
DEC_3810,skipped,0,
DEC_3453,skipped,0,
DEC_4159,skipped,0,
DEC_2145,skipped,0,
DEC_4268,skipped,0,
ACT_017,skipped,0,
DEC_2668,skipped,0,
DEC_0812,skipped,0,
DEC_0964,skipped,0,
DEC_0364,skipped,0,
DEC_1116,skipped,0,
DEC_1330,skipped,0,
DEC_2418,filtered,0,hydroxamic_acid
DEC_2829,skipped,0,
DEC_0338,skipped,0,
ACT_003,skipped,0,
DEC_0095,skipped,0,
DEC_3472,skipped,0,
DEC_1243,skipped,0,
DEC_1805,filtered,0,imine_1
DEC_4519,skipped,0,
DEC_4500,skipped,0,
DEC_2162,skipped,0,
DEC_0712,skipped,0,
DEC_2655,skipped,0,
DEC_2724,skipped,0,
DEC_4051,skipped,0,
DEC_0662,skipped,0,
DEC_2893,skipped,0,
DEC_3759,skipped,0,
DEC_1782,filtered,0,Michael_acceptor_1
DEC_1241,skipped,0,
DEC_3960,skipped,0,
DEC_2559,skipped,0,
DEC_4683,skipped,0,
DEC_3974,skipped,0,
DEC_4462,skipped,0,
DEC_0171,skipped,0,
DEC_2945,skipped,0,
DEC_1359,skipped,0,
ACT_002,filtered,0,Aliphatic_long_chain
DEC_4063,skipped,0,
DEC_2184,filtered,0,Aliphatic_long_chain
DEC_2044,filtered,0,Aliphatic_long_chain
DEC_2212,filtered,0,nitro_group
DEC_2549,skipped,0,
DEC_0842,skipped,0,
DEC_3151,skipped,0,
DEC_3216,skipped,0,
DEC_2475,skipped,0,
ACT_100,skipped,0,
DEC_3138,filtered,0,Aliphatic_long_chain
DEC_4211,skipped,0,
DEC_2018,filtered,0,Michael_acceptor_4
DEC_4027,skipped,0,
DEC_2333,skipped,0,
DEC_2326,filtered,0,iodine
DEC_0592,skipped,0,
DEC_4587,skipped,0,
DEC_0562,skipped,0,
DEC_1893,filtered,0,2-halo_pyridine
DEC_3229,skipped,0,
DEC_3435,filtered,0,mannich_A(296)
DEC_4396,skipped,0,
DEC_4688,skipped,0,
DEC_0715,skipped,0,
DEC_4417,skipped,0,
DEC_2337,filtered,0,Aliphatic_long_chain
DEC_0634,skipped,0,
DEC_1261,skipped,0,
DEC_1201,skipped,0,
DEC_4496,skipped,0,
DEC_4647,skipped,0,
ACT_006,skipped,0,
DEC_1092,skipped,0,
DEC_4205,skipped,0,
DEC_0900,skipped,0,
DEC_3734,skipped,0,
DEC_0656,skipped,0,
DEC_4756,skipped,0,
DEC_0956,skipped,0,
DEC_3811,skipped,0,
DEC_4128,skipped,0,
DEC_1644,filtered,0,nitro_group
DEC_3157,skipped,0,
DEC_0826,skipped,0,
DEC_4723,skipped,0,
DEC_3927,skipped,0,
DEC_3007,filtered,0,Michael_acceptor_1
DEC_1735,skipped,0,
DEC_2354,filtered,0,isolated_alkene
DEC_4479,skipped,0,
DEC_0192,skipped,0,
DEC_1433,skipped,0,
DEC_1667,filtered,0,isolated_alkene
DEC_1285,skipped,0,
DEC_1376,skipped,0,
DEC_0560,skipped,0,
DEC_2151,filtered,0,peroxide
DEC_0412,skipped,0,
DEC_2609,skipped,0,
DEC_0160,skipped,0,
DEC_2174,filtered,0,nitro_group
DEC_0468,skipped,0,
DEC_1353,skipped,0,
DEC_4415,skipped,0,
DEC_2890,skipped,0,
DEC_3193,skipped,0,
DEC_3923,skipped,0,
DEC_2537,skipped,0,
DEC_2476,skipped,0,
DEC_1655,filtered,0,thiaz_ene_A(128)
DEC_3430,filtered,0,hydroxamic_acid
DEC_3785,skipped,0,
DEC_1495,skipped,0,
DEC_0563,skipped,0,
DEC_1397,skipped,0,
DEC_3977,skipped,0,
DEC_4098,skipped,0,
DEC_2228,filtered,0,azo_A(324)
DEC_0991,skipped,0,
DEC_4648,skipped,0,
DEC_2885,skipped,0,
DEC_0022,skipped,0,
DEC_1508,skipped,0,
DEC_1550,skipped,0,
DEC_2116,skipped,0,
DEC_1162,skipped,0,
DEC_0240,skipped,0,
DEC_2309,filtered,0,Aliphatic_long_chain
DEC_4652,skipped,0,
DEC_1150,skipped,0,
DEC_1536,skipped,0,
DEC_2907,skipped,0,
DEC_4541,skipped,0,
DEC_1105,skipped,0,
DEC_4470,skipped,0,
DEC_2127,skipped,0,
DEC_1976,filtered,0,Aliphatic_long_chain
DEC_0800,skipped,0,
DEC_3860,skipped,0,
DEC_2733,skipped,0,
DEC_3596,skipped,0,
DEC_2335,filtered,0,Aliphatic_long_chain
DEC_1402,skipped,0,
DEC_2903,skipped,0,
DEC_3548,skipped,0,
DEC_1920,filtered,0,steroid_A(2)
DEC_3606,skipped,0,
DEC_0771,skipped,0,
DEC_3442,filtered,0,imine_1
DEC_3205,filtered,0,Aliphatic_long_chain
DEC_3188,skipped,0,
DEC_2214,skipped,0,
DEC_3140,skipped,0,
DEC_3497,skipped,0,
DEC_0652,skipped,0,
DEC_1873,filtered,0,phthalimide
DEC_2905,skipped,0,
DEC_1896,filtered,0,nitro_group
DEC_3629,skipped,0,
DEC_2089,skipped,0,
DEC_1450,skipped,0,
DEC_4399,skipped,0,
DEC_3022,filtered,0,N_oxide
DEC_1897,filtered,0,2-halo_pyridine
DEC_0837,skipped,0,
DEC_0245,skipped,0,
DEC_4157,skipped,0,
DEC_1002,skipped,0,
DEC_0361,skipped,0,
DEC_3306,filtered,0,imine_1
DEC_1998,skipped,0,
DEC_4336,skipped,0,
DEC_0352,skipped,0,
ACT_064,skipped,0,
DEC_4605,skipped,0,
DEC_1904,skipped,0,
DEC_2097,skipped,0,
DEC_4150,skipped,0,
DEC_2876,skipped,0,
DEC_1355,skipped,0,
DEC_3141,filtered,0,charged_oxygen_or_sulfur_atoms
DEC_0908,skipped,0,
DEC_2386,filtered,0,Aliphatic_long_chain
DEC_1641,skipped,0,
DEC_4705,skipped,0,
DEC_1238,skipped,0,
DEC_0936,skipped,0,
DEC_1051,skipped,0,
DEC_1842,skipped,0,
DEC_0300,skipped,0,
DEC_3071,filtered,0,aniline
DEC_3993,skipped,0,
DEC_3939,skipped,0,
DEC_0636,skipped,0,
DEC_1831,filtered,0,Aliphatic_long_chain
DEC_4177,skipped,0,
DEC_3496,skipped,0,
DEC_2329,filtered,0,Aliphatic_long_chain
DEC_1770,filtered,0,alkyl_halide
DEC_0188,skipped,0,
DEC_4414,skipped,0,
DEC_1696,skipped,0,
DEC_0242,skipped,0,
DEC_3816,skipped,0,
DEC_0255,skipped,0,
DEC_1923,skipped,0,
DEC_1452,skipped,0,
DEC_4460,skipped,0,
DEC_1202,skipped,0,
DEC_3431,skipped,0,
DEC_3679,skipped,0,
DEC_1630,filtered,0,Michael_acceptor_1
DEC_0686,skipped,0,
DEC_4664,skipped,0,
DEC_4208,skipped,0,
DEC_4429,skipped,0,
DEC_4503,skipped,0,
DEC_1477,skipped,0,
DEC_3177,skipped,0,
DEC_0190,skipped,0,
DEC_1321,skipped,0,
DEC_4053,skipped,0,
DEC_4690,skipped,0,
DEC_0140,skipped,0,
DEC_3323,filtered,0,aniline
DEC_4011,skipped,0,
DEC_0142,skipped,0,
DEC_1479,skipped,0,
DEC_3864,skipped,0,
DEC_1277,skipped,0,
DEC_1887,filtered,0,2-halo_pyridine
DEC_3831,skipped,0,
DEC_1159,skipped,0,
DEC_0510,skipped,0,
DEC_2467,skipped,0,
DEC_2938,filtered,0,hydroquinone
DEC_2606,skipped,0,
DEC_1165,skipped,0,
DEC_2651,skipped,0,
DEC_2383,filtered,0,Michael_acceptor_1
DEC_4772,skipped,0,
DEC_3568,skipped,0,
DEC_2310,filtered,0,Aliphatic_long_chain
DEC_1993,filtered,0,thioester
DEC_4258,skipped,0,
DEC_0696,skipped,0,
DEC_1757,filtered,0,aldehyde
DEC_0542,skipped,0,
DEC_1209,skipped,0,
DEC_0981,skipped,0,
DEC_2095,skipped,0,
DEC_4085,skipped,0,
DEC_0438,skipped,0,
DEC_3711,skipped,0,
DEC_3415,skipped,0,
DEC_3926,skipped,0,
DEC_1672,filtered,0,beta-keto/anhydride
DEC_0650,skipped,0,
DEC_4702,skipped,0,
DEC_1996,filtered,0,imine_1
DEC_0109,skipped,0,
DEC_2442,skipped,0,
DEC_0029,skipped,0,
DEC_3063,skipped,0,
DEC_2602,skipped,0,
DEC_0471,skipped,0,
DEC_3765,skipped,0,
DEC_2260,filtered,0,isolated_alkene
DEC_2773,skipped,0,
ACT_010,skipped,0,
DEC_1847,filtered,0,Aliphatic_long_chain
DEC_0780,skipped,0,
DEC_3340,skipped,0,
DEC_4623,skipped,0,
DEC_0305,skipped,0,
DEC_2921,skipped,0,
DEC_3055,filtered,0,aldehyde
ACT_060,skipped,0,
DEC_2367,filtered,0,Aliphatic_long_chain
DEC_4180,skipped,0,
DEC_2194,filtered,0,nitro_group
DEC_2006,skipped,0,
DEC_3316,filtered,0,halogenated_ring_1
DEC_0278,skipped,0,
DEC_4510,skipped,0,
DEC_0730,skipped,0,
DEC_3931,skipped,0,
DEC_0847,skipped,0,
DEC_4298,skipped,0,
DEC_1047,skipped,0,
DEC_0578,skipped,0,
DEC_3322,filtered,0,thioester
DEC_3770,skipped,0,
DEC_0258,skipped,0,
DEC_0957,skipped,0,
DEC_2324,filtered,0,Polycyclic_aromatic_hydrocarbon_2
DEC_4095,skipped,0,
DEC_4169,skipped,0,
DEC_3837,skipped,0,
DEC_2051,skipped,0,
DEC_1228,skipped,0,
DEC_1553,skipped,0,
DEC_2216,skipped,0,
DEC_4138,skipped,0,
DEC_1356,skipped,0,
ACT_092,skipped,0,
DEC_1925,skipped,0,
DEC_3549,skipped,0,
DEC_1681,filtered,0,imine_1
DEC_4617,skipped,0,
DEC_1327,skipped,0,
DEC_4674,skipped,0,
DEC_4326,skipped,0,
DEC_2820,skipped,0,
DEC_0876,skipped,0,
DEC_1555,skipped,0,
DEC_0890,skipped,0,
DEC_2881,skipped,0,
DEC_3030,skipped,0,
DEC_1755,filtered,0,aldehyde
DEC_2381,filtered,0,Sulfonic_acid_2
DEC_0603,skipped,0,
DEC_0539,failed,0,"meeko: RDKit molecule has 2 fragments. Must have 1.
"
DEC_2624,skipped,0,
DEC_0191,skipped,0,
DEC_1396,skipped,0,
DEC_4232,skipped,0,
DEC_4537,skipped,0,
DEC_0752,skipped,0,
DEC_2374,skipped,0,
DEC_4209,skipped,0,
DEC_4099,skipped,0,
ACT_051,skipped,0,
DEC_3464,skipped,0,
DEC_3118,skipped,0,
DEC_2895,skipped,0,
DEC_2509,skipped,0,
DEC_1106,skipped,0,
DEC_3251,skipped,0,
DEC_1800,filtered,0,imine_1
DEC_0849,skipped,0,
DEC_0702,skipped,0,
DEC_0667,skipped,0,
DEC_2629,skipped,0,
DEC_0353,skipped,0,
DEC_2315,filtered,0,Aliphatic_long_chain
DEC_1309,skipped,0,
DEC_4495,skipped,0,
DEC_2978,skipped,0,
DEC_0963,skipped,0,
DEC_2787,skipped,0,
DEC_3684,skipped,0,
DEC_2823,skipped,0,
DEC_3168,skipped,0,
DEC_0102,skipped,0,
DEC_2288,filtered,0,iodine
DEC_0117,skipped,0,
DEC_4677,skipped,0,
DEC_2603,skipped,0,
DEC_3321,filtered,0,thioester
DEC_2901,skipped,0,
DEC_0719,skipped,0,
DEC_3932,skipped,0,
DEC_3571,skipped,0,
DEC_4345,skipped,0,
DEC_1054,skipped,0,
ACT_091,skipped,0,
DEC_1155,skipped,0,
DEC_2239,filtered,0,nitro_group
DEC_0241,skipped,0,
DEC_0628,skipped,0,
DEC_2776,skipped,0,
DEC_1247,skipped,0,
DEC_2579,skipped,0,
DEC_1823,skipped,0,
DEC_0124,skipped,0,
DEC_0075,skipped,0,
DEC_3457,skipped,0,
DEC_3212,filtered,0,cumarine
DEC_2038,skipped,0,
DEC_2525,skipped,0,
DEC_1337,skipped,0,
DEC_0637,skipped,0,
DEC_1520,skipped,0,
ACT_076,skipped,0,
DEC_1014,skipped,0,
DEC_0757,skipped,0,
DEC_1317,skipped,0,
DEC_2747,skipped,0,
DEC_3838,skipped,0,
DEC_0721,skipped,0,
DEC_1093,skipped,0,
DEC_3129,skipped,0,
DEC_1756,filtered,0,aldehyde
DEC_2087,skipped,0,
DEC_2759,skipped,0,
DEC_2642,skipped,0,
DEC_2320,filtered,0,Aliphatic_long_chain
DEC_0767,skipped,0,
DEC_1365,skipped,0,
DEC_4596,skipped,0,
DEC_4533,skipped,0,
DEC_3008,filtered,0,Michael_acceptor_1
DEC_0396,skipped,0,
DEC_2364,skipped,0,
DEC_4029,skipped,0,
DEC_3243,skipped,0,
DEC_2657,skipped,0,
DEC_1279,skipped,0,
DEC_2022,skipped,0,
DEC_2505,skipped,0,
DEC_4642,skipped,0,
DEC_1922,filtered,0,Michael_acceptor_1
DEC_3388,filtered,0,aldehyde
DEC_4117,skipped,0,
DEC_4224,skipped,0,
DEC_3079,filtered,0,Aliphatic_long_chain
DEC_1680,skipped,0,
DEC_3621,skipped,0,
DEC_3529,skipped,0,
DEC_0330,skipped,0,
DEC_3160,filtered,0,Aliphatic_long_chain
DEC_4458,skipped,0,
DEC_4135,skipped,0,
ACT_056,skipped,0,
DEC_3558,skipped,0,
DEC_1473,skipped,0,
DEC_3849,skipped,0,
DEC_3544,skipped,0,
DEC_2250,filtered,0,thiol_2
DEC_1113,skipped,0,
DEC_0310,skipped,0,
DEC_1852,skipped,0,
DEC_4364,skipped,0,
DEC_0648,skipped,0,
DEC_2566,skipped,0,
DEC_2124,filtered,0,conjugated_nitrile_group
DEC_2428,filtered,0,2-halo_pyridine
DEC_1875,filtered,0,phthalimide
DEC_2034,filtered,0,Aliphatic_long_chain
DEC_0568,skipped,0,
DEC_4564,skipped,0,
DEC_1502,skipped,0,
DEC_3902,skipped,0,
DEC_0906,skipped,0,
DEC_1197,skipped,0,
DEC_3155,filtered,0,quinone_A(370)
DEC_2446,skipped,0,
DEC_4187,skipped,0,
DEC_4724,skipped,0,
DEC_1857,filtered,0,isolated_alkene
DEC_4361,skipped,0,
DEC_0544,failed,0,"meeko: RDKit molecule has 2 fragments. Must have 1.
"
DEC_0882,skipped,0,
DEC_3749,skipped,0,
DEC_4219,skipped,0,
DEC_4107,skipped,0,
DEC_2883,skipped,0,
DEC_4231,skipped,0,
DEC_1968,filtered,0,aniline
DEC_1118,skipped,0,
DEC_1234,skipped,0,
DEC_4563,skipped,0,
DEC_3947,skipped,0,
DEC_1571,skipped,0,
DEC_2531,skipped,0,
DEC_0586,skipped,0,
DEC_0802,skipped,0,
DEC_2575,skipped,0,
DEC_4178,skipped,0,
DEC_1547,skipped,0,
DEC_1790,filtered,0,nitro_group
DEC_2851,skipped,0,
DEC_1624,filtered,0,acyclic_C=C-O
DEC_0581,skipped,0,
DEC_0711,skipped,0,
DEC_4359,skipped,0,
DEC_3790,skipped,0,
DEC_3021,filtered,0,nitro_group
DEC_0120,skipped,0,
DEC_3989,skipped,0,
DEC_0301,skipped,0,
DEC_2564,skipped,0,
DEC_1117,skipped,0,
DEC_3728,skipped,0,
DEC_2484,skipped,0,
DEC_1377,skipped,0,
DEC_0406,skipped,0,
DEC_3451,skipped,0,
DEC_2719,skipped,0,
DEC_4192,skipped,0,
DEC_1503,skipped,0,
DEC_4170,skipped,0,
DEC_2176,skipped,0,
DEC_0763,skipped,0,
DEC_2357,filtered,0,imine_1
DEC_0791,skipped,0,
DEC_4422,skipped,0,
DEC_2142,skipped,0,
DEC_2035,filtered,0,Aliphatic_long_chain
DEC_2339,skipped,0,
DEC_2050,filtered,0,iodine
